iter	Logloss
572	0.3237911663
573	0.3235125072
574	0.3231580696
575	0.3230226158
576	0.3228865422
577	0.3227603787
578	0.3226180246
579	0.3225530701
580	0.322403695
581	0.3222782717
582	0.3220853257
583	0.3219366818
584	0.3218019159
585	0.3216182508
586	0.3215323248
587	0.3213331552
588	0.3209281566
589	0.3207699127
590	0.3205299144
591	0.3202232282
592	0.3200929908
593	0.3199755764
594	0.3198491049
595	0.319773343
596	0.3196668827
597	0.3193899484
598	0.3192518654
599	0.3190367609
600	0.3187818457
601	0.3186863103
602	0.3186091318
603	0.3184839719
604	0.3183763749
605	0.3182576347
606	0.3180682315
607	0.3179956241
608	0.317716982
609	0.3175818882
610	0.317404289
611	0.317300782
612	0.3171931204
613	0.3170173558
614	0.3169511241
615	0.3168724631
616	0.3166812948
617	0.3165644503
618	0.3164124293
619	0.3163134398
620	0.3161951667
621	0.3160917538
622	0.3159740046
623	0.3158854758
624	0.3157307098
625	0.3156183699
626	0.3155187016
627	0.3154227547
628	0.3152251423
629	0.315067518
630	0.3149591636
631	0.3148245273
632	0.314692437
633	0.3145742763
634	0.3143556722
635	0.3142208367
636	0.3140949322
637	0.3138391506
638	0.3133719151
639	0.3132917848
640	0.3130867435
641	0.3129206776
642	0.3127931049
643	0.3126901704
644	0.3125939426
645	0.3123855419
646	0.3122647711
647	0.3121487361
648	0.3120523917
649	0.3119869627
650	0.3119304524
651	0.3118398635
652	0.3117352141
653	0.3116741205
654	0.3115905684
655	0.3114917613
656	0.3114485516
657	0.3113572459
658	0.3111390535
659	0.3110081422
660	0.3108101284
661	0.3106427817
662	0.3105242519
663	0.3104631488
664	0.3103281273
665	0.3102235206
666	0.3101581771
667	0.3100217948
668	0.3099149277
669	0.3098143002
670	0.3097139785
671	0.3096569474
672	0.309535976
673	0.3093785488
674	0.3092336595
675	0.3090887592
676	0.3088579167
677	0.3087431284
678	0.3086212319
679	0.3085293579
680	0.3084295318
681	0.3083780769
682	0.3082701043
683	0.3081267656
684	0.3079722208
685	0.3079152127
686	0.3077743982
687	0.3077188796
688	0.3075858426
689	0.3074391198
690	0.3073008945
691	0.3072234382
692	0.307147402
693	0.307062569
694	0.3069549366
695	0.3067846506
696	0.306719561
697	0.3066187779
698	0.3065195585
699	0.3063536156
700	0.3063341042
701	0.3062567819
702	0.3062055582
703	0.3061460848
704	0.3060035257
705	0.3058899771
706	0.305731696
707	0.3056440518
708	0.3054853658
709	0.3053961308
710	0.3052867369
711	0.3051874125
712	0.3051300898
713	0.3049518933
714	0.3048383524
715	0.304774601
716	0.3047171139
717	0.3046654066
718	0.3045872685
719	0.3045216578
720	0.3044476855
721	0.3043133794
722	0.3042257015
723	0.3040961177
724	0.3038823614
725	0.3037983287
726	0.3036940431
727	0.3036238717
728	0.3035695469
729	0.3034663687
730	0.3033800961
731	0.3032173642
732	0.3031365953
733	0.3030034718
734	0.3028508657
735	0.3027041048
736	0.3026580778
737	0.3024804095
738	0.3023783173
739	0.3023292488
740	0.3022037081
741	0.3021461022
742	0.302082933
743	0.3019949458
744	0.3018774918
745	0.301819981
746	0.3017693938
747	0.3017334968
748	0.3014457862
749	0.3013457887
750	0.3012367724
751	0.301119337
752	0.301007868
753	0.3009621322
754	0.3007656511
755	0.300694781
756	0.3005704752
757	0.30047116
758	0.3003376022
759	0.3002722959
760	0.3002064217
761	0.3001412097
762	0.3000546999
763	0.3000074515
764	0.2999823117
765	0.2998638315
766	0.2997630363
767	0.2996099864
768	0.2995469359
769	0.299447267
770	0.2993385927
771	0.2992059735
772	0.2988681505
773	0.2987568943
774	0.2985837303
775	0.2984177557
776	0.2983146949
777	0.2982170786
778	0.2981239423
779	0.2980370682
780	0.2978896622
781	0.2977996134
782	0.2976487829
783	0.2975393174
784	0.2972839008
785	0.2971960935
786	0.2970958256
787	0.2970022083
788	0.2968735554
789	0.2967546667
790	0.2966729523
791	0.2966360738
792	0.2965680332
793	0.2965019456
794	0.2963591391
795	0.2962693324
796	0.2961233849
797	0.2960484802
798	0.2959779342
799	0.2959284513
800	0.2958110949
801	0.2957428551
802	0.2956212885
803	0.2955440233
804	0.295450676
805	0.2953915132
806	0.2951617372
807	0.2950655406
808	0.2949614167
809	0.2948713449
810	0.2947860016
811	0.2945657305
812	0.2944755799
813	0.2944030986
814	0.2943017218
815	0.2942238768
816	0.2940684738
817	0.2939843071
818	0.2938471332
819	0.2937668776
820	0.2937207122
821	0.2935889038
822	0.2935415677
823	0.2934374971
824	0.2933433202
825	0.2932382884
826	0.2931879704
827	0.2930885975
828	0.2929185936
829	0.2928524022
830	0.2927403868
831	0.2926119851
832	0.2925711575
833	0.2925132745
834	0.2924354895
835	0.2923445646
836	0.2922590096
837	0.2921955744
838	0.2921056471
839	0.2920095946
840	0.291913244
841	0.2917893488
842	0.2916755611
843	0.291570481
844	0.2914672705
845	0.2913994739
846	0.2911160354
847	0.2910274061
848	0.2909565922
849	0.2908860912
850	0.2907936354
851	0.2907174215
852	0.2906437469
853	0.2905391814
854	0.2904855437
855	0.2903972556
856	0.2903039967
857	0.2902192289
858	0.2901550963
859	0.2900742
860	0.2899678755
861	0.2899263467
862	0.2897108906
863	0.2896591963
864	0.2895733198
865	0.2894826134
866	0.2894241886
867	0.2893661452
868	0.2893284518
869	0.2892151066
870	0.2891190288
871	0.2890724623
872	0.2889954743
873	0.2888870346
874	0.288769911
875	0.2887236691
876	0.2885996904
877	0.2885104288
878	0.288438249
879	0.2883687133
880	0.2882539106
881	0.2881382722
882	0.2880735589
883	0.2879762232
884	0.2879161668
885	0.2878336831
886	0.2877301805
887	0.2876562159
888	0.2876060466
889	0.2874869489
890	0.2873990945
891	0.2871392077
892	0.2870019329
893	0.2869665946
894	0.286854999
895	0.2868215214
896	0.2867526898
897	0.2867159992
898	0.2866838007
899	0.2866201302
900	0.2865066474
901	0.2864010087
902	0.2862734436
903	0.2860880016
904	0.2860316538
905	0.2858078691
906	0.2856984651
907	0.2856460746
908	0.2855355467
909	0.2854489427
910	0.2854004285
911	0.2853229122
912	0.2852261085
913	0.2851477028
914	0.285091109
915	0.2850071001
916	0.28490883
917	0.2848270338
918	0.2846976868
919	0.2846572453
920	0.284554161
921	0.2844801999
922	0.2844162751
923	0.2843189345
924	0.284237864
925	0.2841476262
926	0.2840692748
927	0.2839395438
928	0.2838981821
929	0.2837843375
930	0.2836179757
931	0.2835351749
932	0.2834016439
933	0.2833329136
934	0.2832693284
935	0.2831864992
936	0.2831268077
937	0.2830586236
938	0.2829846159
939	0.2828905471
940	0.2828074226
941	0.2827298215
942	0.2826715167
943	0.2826021977
944	0.282529597
945	0.2824550282
946	0.2823791657
947	0.2822974727
948	0.2822418908
949	0.2821475537
950	0.2820438627
951	0.2819439325
952	0.2818799129
953	0.2818350173
954	0.2817878402
955	0.281647063
956	0.2815463647
957	0.2814353715
958	0.2813743501
959	0.2813492051
960	0.2812662294
961	0.2811321045
962	0.2810380498
963	0.2809993493
964	0.2809023897
965	0.2808261946
966	0.2807866174
967	0.2807176518
968	0.280532597
969	0.2804978692
970	0.280416599
971	0.2803427402
972	0.2802817148
973	0.2801144601
974	0.2800664751
975	0.2799641206
976	0.2798658952
977	0.2798172212
978	0.2797557353
979	0.2796873604
980	0.2796101174
981	0.2795498401
982	0.2794608162
983	0.2793755191
984	0.279295463
985	0.2792251617
986	0.2792012044
987	0.2790814977
988	0.2790266444
989	0.2789315662
990	0.2788796673
991	0.2788113425
992	0.2787242785
993	0.2786587498
994	0.2785808494
995	0.2785015413
996	0.2784083212
997	0.2783684792
998	0.2783364024
999	0.27823615
